name,macro_gdp_pc_pp,macro_pop,macro_urbanization_rate,macro_prepare_scaleup,macro_borrow_abi,macro_avg_prod_k,macro_T_rebuild_K,macro_pi,macro_income_elast,macro_rho,macro_shareable,macro_max_increased_spending,macro_fa_glofris,macro_protection,macro_tau_tax,n_cat_info__nonpoor,n_cat_info__poor,c_cat_info__nonpoor,c_cat_info__poor,axfin_cat_info__nonpoor,axfin_cat_info__poor,gamma_SP_cat_info__nonpoor,gamma_SP_cat_info__poor,k_cat_info__nonpoor,k_cat_info__poor,fa_cat_info__nonpoor,fa_cat_info__poor,v_cat_info__nonpoor,v_cat_info__poor,shew_cat_info__nonpoor,shew_cat_info__poor,shew_for_hazard_ratio,hazard_ratio_fa__earthquake,hazard_ratio_fa__flood,hazard_ratio_fa__surge,hazard_ratio_fa__tsunami,hazard_ratio_fa__wind,hazard_ratio_flood_poor,ratio_surge_flood,risk,resilience,risk_to_assets,id
Sri Lanka,9425.737382586,20483000,0.18356,0.6666666667,0.5083333333,0.3379608026,3,0.2,1.5,0.06,0.8,0.05,0.0623516032,1,0.0812992115,0.8,0.2,10872.5880708129,3638.3346296782,0.3275283,0.2101409,1.1492483044,0.4030067822,32181.6447469564,10723.5778111076,0.0043450803,0.0036917213,0.6738905766,0.7,0.64,0.64,0.8,0,0.0009382161,0.0001360615,1.24312999371777E-005,1.20761199389727E-005,0.0007952153,0.145021476,0.0025828338,0.7061965765,0.0018239884,LKA
Sudan,3264.7729779456,37964306,0.33806,0.6666666667,0.3333333333,0.9487533645,3,0.2,1.5,0.06,0.8,0.05,0.1054088807,1,0.0597383613,0.8,0.2,3803.0524226844,1111.6551989905,0.04988819,0.008296447,1.25,0,3989.8625445342,1246.1435001783,0.0100195262,0.007201057,0.6,0.7,0.48,0.48,0.6,4.42617855759499E-005,0.0029959337,0,0,0,0.0021144634,0,0.0033364757,0.5018172393,0.001674301,SDN
Swaziland,6470.8841903439,1249514,0.21308,0.6,0.4166666667,0.1903806069,3,0.2,1.5,0.06,0.8,0.05,0.0226918691,1,0.1095579402,0.8,0.2,7761.0167257938,1310.3540485447,0.2348936,0.09158991,1.1708468366,0.3166126535,40885.0980722386,6405.5989282489,0.0185556033,0.0198803303,0.3,0.538,0.48,0.48,0.6,0.0016476422,0.0019179298,0,0,0,0.0022400627,0,0.009631743,0.5651400089,0.0054432833,SWZ
Sweden,43540.4943919326,9600379,0.85815,0.7333333333,0.9166666667,0.3573676438,3,0.2,1.5,0.06,0.8,0.05,0.0340465157,1,0.3582283205,0.8,0.2,49244.2991572758,20725.2753305599,0.6711392,0.5881995,1.0982175937,0.6071296251,140026.760665096,49076.4571192468,0.0016455406,0.0018197211,0.2608689375,0.3,0.64,0.64,0.8,0,0.0001469607,0,0,0,0.0001625165,0,0.0001256465,0.732895189,9.20857161100328E-005,SWE
Syrian Arab Republic,4959.3925233645,22845550,0.57656,0.6666666667,0.3333333333,0.2707507565,3,0.2,1.5,0.06,0.8,0.05,0.055289079,1,0.1165897755,0.8,0.2,5723.1389719626,1904.406728972,0.05367074,0.04674114,1.2130229698,0.1479081209,20995.3501520975,7604.5396703521,0.0129423431,0.0129976492,0.5,0.7,0.48,0.48,0.6,0.0014138364,0.0008431634,0,0,0,0.0008543485,0,0.0062405163,0.6594852859,0.0041155287,SYR
Tajikistan,2431.6590685453,8207834,0.26782,0.6,0.3333333333,0.3854263245,3,0.2,1.5,0.06,0.8,0.05,0.0749447834,1,0.2350985241,0.8,0.2,2785.7694204022,1015.2176611177,0.004779077,0,1.0609609194,0.7561563225,7391.9353673564,1977.315448167,0.1030461974,0.1053428358,0.1259775921,0.4342145962,0.48,0.48,0.6,0.0206819283,0.013453175,0,0,0,0.0141321204,0,0.0218118822,0.5639999909,0.0123019014,TJK
Tanzania,2364.7027567608,49253126,0.31608,0.6666666667,0.3333333333,0.4132043671,3,0.2,1.5,0.06,0.8,0.05,0.0199402326,1,0.0550871596,0.8,0.2,2737.4390287952,873.7576686231,0.1723204,0.0399119,1.1716744377,0.3133022491,6620.2160594868,2133.3391068387,0.00950966,0.009109841,0.4424472127,0.7,0.64,0.64,0.8,0.0011270567,0.0016836815,0,0,0,0.0014783544,0,0.004724063,0.5964181937,0.0028175171,TZA
Thailand,13931.8114713267,67010502,0.50374,0.6666666667,0.7416666667,0.240336363,3,0.2,1.5,0.06,0.8,0.05,0.170328057,1,0.4966838477,0.8,0.2,16237.5262698313,4708.9522773084,0.4738743,0.3508187,1.200229795,0.1990808201,65574.9837355597,27539.9231932223,0.026003553,0.0285702639,0.123626645,0.6523446,0.64,0.64,0.8,0.0001481559,0.0102032369,0,0,0.000000091,0.0112832492,0,0.0128050942,0.5108468809,0.0065414424,THA
Togo,1345.914276292,6816982,0.39964,0.2,0.25,0.3708920312,3,0.2,1.5,0.06,0.8,0.05,0.0233160532,1,0.0940847835,0.8,0.2,1600.9650316493,325.7112548627,0.04994747,0.01588689,1.1904806051,0.2380775797,4316.1562574721,879.6617576439,0.0065929431,0.0073579292,0.69739886,0.7,0.16,0.16,0.2,0,0.0017735631,0,0,0,0.0019793515,0,0.0053725088,0.5993739079,0.0032201416,TGO
Turkey,18567.1347101229,74932641,0.73397,0.8666666667,0.6916666667,0.4121669094,3,0.2,1.5,0.06,0.8,0.05,0.0290534085,1,0.2090286384,0.8,0.2,21862.8011211697,5384.4690659356,0.05568721,0.02105567,1.1489184619,0.4043261525,53383.8155985743,11702.7939097845,0.0124915005,0.0127353963,0.2210385375,0.7,0.64,0.64,0.8,0.0045414614,0.0004656117,0,0,0,0.0005148966,0,0.0061030113,0.4828323299,0.0029467312,TUR
Uganda,1620.5769390933,37578876,0.16101,0.6666666667,0.5916666667,0.5735745521,3,0.2,1.5,0.06,0.8,0.05,0.0055286112,1,0.139793083,0.8,0.2,1908.0267736649,470.7776008066,0.2165355,0.086366,0.9995660134,1.0017359463,3408.1965819968,494.2084379531,0.0132973552,0.0174598624,0.382020597,0.7,0.48,0.48,0.6,0.0012651082,0.0013591057,0,0,0,0.002677641,0,0.0035553402,0.4884095363,0.0017364621,UGA
Ukraine,8508.0147873102,45489600,0.69695,0,0.05,0.2458541924,3,0.2,1.5,0.06,0.8,0.05,0.0394241321,1,0.3205803171,0.8,0.2,9549.1830969073,4343.3415489219,0.08083077,0.01426494,1.053105151,0.7875793959,39971.9196528076,13142.0082709357,0.010244342,0.0113069274,0.4153083161,0.7,0,0,0,2.88261726279256E-005,0.0033156365,0,0,0,0.0036665965,0,0.0082211294,0.7322187119,0.0060196648,UKR
United Kingdom,36931.4742257195,64106779,0.82592,0.8,0.8916666667,0.3031281747,3,0.2,1.5,0.06,0.8,0.05,0.0397023688,1,0.429811288,0.8,0.2,43500.6602036194,10654.7303141201,0.4958916,0.4119409,1.1352035017,0.4591859931,147424.758980715,19473.5402722893,0.0072789372,0.0075717534,0.2616344,0.3,0.8,0.8,1,0.000434372,0.0003173063,2.08119575780863E-006,0,1.24215797475294E-006,0.0003508932,0.0065589482,0.0008242017,0.7279236873,0.0005999559,GBR
United States,51340.4876279117,316128839,0.81617,0.7333333333,0.9166666667,0.3187368533,3,0.2,1.5,0.06,0.8,0.05,0.0369569689,1,0.11538,0.8,0.2,61159.3558867498,12065.0145925592,0.620944,0.3361419,0.9292121685,1.2831513261,197385.506516585,15832.1735102495,0.0061469346,0.0065054641,0.2784891517,0.3927198495,0.64,0.64,0.8,0.0009274409,0.0003761352,0.0005511464,0,0.0012686407,0.000415949,1.4652881687,0.0036771135,0.6645192164,0.0024435126,USA
Uruguay,18965.8165353822,3407062,0.95311,0.6666666667,0.6333333333,0.291886654,3,0.2,1.5,0.06,0.8,0.05,0.0175418841,1,0.2125739772,0.8,0.2,22467.3804132271,4959.5610240025,0.08380116,0.01661895,1.1787306874,0.2850772505,77076.3552261645,16577.8219120326,0.0036408007,0.0040261793,0.4000574125,0.7,0.48,0.48,0.6,0,0.0004773212,0,0,0,0.0005278457,0,0.0010313513,0.5848375108,0.0006031729,URY
Uzbekistan,5002.1491200742,30243200,0.36365,0,0,0.7301836567,3,0.2,1.5,0.06,0.8,0.05,0.0464219162,1,0.2438273564,0.8,0.2,5787.4865319258,1860.7994726676,0.009112436,0.006892152,1.072198898,0.7112044081,8113.3911069596,1799.1134701329,0.0526153026,0.053368838,0.1259775921,0.4342145962,0,0,0,0.0099499723,0.0027774194,0,0,0,0.0030714092,0,0.0056537553,0.4399238202,0.0024872216,UZB
"Venezuela, RB",17614.5982099448,30405207,0.8899,0,0.05,0.3131698079,3,0.2,1.5,0.06,0.8,0.05,0.0334826003,1,0.1052365407,0.8,0.2,21089.0777068564,3716.6802222984,0.1806533,0.06972021,1.1813559336,0.2745762657,67445.855995392,11447.3614926275,0.0091882113,0.0095186425,0.6764212742,0.7,0,0,0,0.002613792,0.000193046,1.86518426450455E-005,0,2.75668976633186E-005,0.0002487887,0.09661866,0.0100435919,0.6149866873,0.0061766753,VEN
Vietnam,5124.6035198023,89708900,0.33593,0.5333333333,0.5916666667,0.269704551,3,0.2,1.5,0.06,0.8,0.05,0.2109005508,1,0.2473288002,0.8,0.2,5955.4298654502,1801.2981372105,0.1027114,0.03995232,1.1632366343,0.3470534629,22074.3695458964,6706.5456806616,0.0448058074,0.0411467864,0.217246825,0.3,0.64,0.64,0.8,3.63183696492799E-005,0.0210674955,0.0003827614,0,0.0003230956,0.0192980555,0.0181683401,0.0207119124,0.7261344266,0.0150396326,VNM
"Yemen, Rep.",3832.284739919,24407381,0.34606,0.3333333333,0.1666666667,0.2191314757,3,0.2,1.5,0.06,0.8,0.05,0.0198327467,1,0.0807873654,0.8,0.2,4414.7920203866,1502.2556180482,0.01687924,0,1.1169201633,0.5323193467,20200.6911773202,6639.8249135363,0.0214050474,0.0218706503,0.3,0.3,0.16,0.16,0.2,0.0019326639,0.0019177303,0,0,0,0.0020303184,0,0.0067650062,0.76534535,0.005177566,YEM
Zambia,3799.5404355805,14538640,0.40922,0.8666666667,0.5416666667,0.4257502493,3,0.2,1.5,0.06,0.8,0.05,0.0185922119,1,0.1081690505,0.8,0.2,4579.3961099834,680.1177379689,0.1767887,0.02737125,1.1900688417,0.2397246334,10772.4944947808,1531.727368241,0.0084785602,0.0138073058,0.4424472127,0.7,0.64,0.64,0.8,0.0007873851,0.0011856721,0,0,0,0.0030090529,0,0.0049965248,0.3956280076,0.0019767652,ZMB
